Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000313,Male,Yes,2,Graduate,No,16032,1541.0,262.0,360.0,1.0,Rural,Y
LP000291,Female,No,0,Not Graduate,,2838,0.0,52.0,360.0,1.0,Urban,Y
LP000190,Male,Yes,0,Graduate,No,11267,2548.0,207.0,360.0,1.0,Urban,Y
LP000113,Male,Yes,0,Not Graduate,No,6109,1735.0,160.0,360.0,1.0,Semiurban,Y
LP000184,Male,Yes,3+,Graduate,No,2515,1217.0,75.0,360.0,1.0,Semiurban,Y
LP000153,Male,Yes,0,Graduate,No,2988,330.0,49.0,360.0,1.0,Semiurban,Y
LP000326,,Yes,0,Graduate,Yes,4259,855.0,81.0,360.0,1.0,Rural,Y
LP000045,Female,Yes,0,Graduate,Yes,2963,0.0,46.0,360.0,1.0,Semiurban,Y
LP000445,Male,Yes,2,Not Graduate,No,1912,897.0,50.0,,1.0,Rural,Y
LP000007,,No,0,Graduate,Yes,6590,0.0,120.0,360.0,1.0,Urban,Y
LP000251,Male,Yes,0,Graduate,No,2708,1782.0,71.0,360.0,0.0,Urban,N
LP000076,Male,Yes,0,Graduate,No,2001,1173.0,47.0,360.0,1.0,Semiurban,Y
LP000513,Male,Yes,0,Graduate,No,5751,5239.0,193.0,360.0,1.0,Semiurban,Y
LP000392,Male,Yes,0,Not Graduate,Yes,4944,1914.0,139.0,360.0,1.0,Rural,Y
LP000433,Male,Yes,0,Not Graduate,Yes,3282,2365.0,102.0,360.0,1.0,Urban,Y
LP000069,Male,Yes,0,Graduate,No,2309,693.0,64.0,360.0,1.0,Rural,Y
LP000168,Male,No,0,Graduate,No,7035,0.0,147.0,360.0,1.0,Urban,Y
LP000555,Male,No,0,Graduate,No,2667,0.0,36.0,360.0,1.0,Semiurban,Y
LP000367,Male,No,2,Graduate,Yes,2718,0.0,40.0,480.0,1.0,Urban,Y
LP000346,Male,Yes,2,Graduate,No,8353,6646.0,309.0,360.0,1.0,Urban,Y
LP000585,Female,Yes,1,Graduate,No,15455,1460.0,323.0,360.0,1.0,Urban,Y
LP000536,Male,No,0,Graduate,No,2371,0.0,40.0,360.0,1.0,Urban,Y
LP000399,Male,Yes,0,Graduate,No,3695,0.0,57.0,360.0,0.0,Urban,N
LP000186,Male,No,3+,Graduate,No,11541,0.0,182.0,360.0,1.0,Rural,Y
LP000349,Male,Yes,2,Graduate,Yes,1432,5342.0,145.0,360.0,1.0,Urban,Y
LP000212,Male,Yes,3+,Not Graduate,Yes,4901,0.0,73.0,360.0,1.0,Urban,N
LP000580,Male,No,0,Graduate,No,1333,0.0,25.0,240.0,1.0,Rural,Y
LP000503,Female,Yes,3+,Graduate,No,4647,1410.0,117.0,360.0,1.0,Urban,Y
LP000538,Male,No,0,Graduate,No,9051,0.0,163.0,480.0,0.0,Urban,N
LP000197,Male,Yes,0,Graduate,No,3850,0.0,52.0,360.0,1.0,Urban,N
LP000176,Male,Yes,0,Graduate,No,7706,2891.0,164.0,360.0,1.0,Semiurban,Y
